model,learning_rate,n_estimators,subsample,max_depth,colsample_bytree,fit_time_seconds,accuracy,f1,precision,recall,roc_auc,predict_time_seconds,num_leaves
LightGBM,0.1,300,1.0,,1.0,0.05695669999840902,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9890873015873016,0.002024000001256354,15.0
LightGBM,0.1,300,1.0,,0.8,0.07301359999837587,0.9649122807017544,0.9726027397260274,0.9594594594594594,0.9861111111111112,0.9894179894179894,0.0022202000036486425,31.0
LightGBM,0.1,300,1.0,,1.0,0.07687589999841293,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9884259259259259,0.002736000002187211,31.0
LightGBM,0.1,300,1.0,,0.8,0.0746246000053361,0.9649122807017544,0.9726027397260274,0.9594594594594594,0.9861111111111112,0.9894179894179894,0.001999100000830367,63.0
LightGBM,0.1,300,1.0,,1.0,0.126757699996233,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9884259259259259,0.002855999999155756,63.0
XGBoost,0.1,600,0.8,3.0,0.8,0.1780464000039501,0.9649122807017544,0.972972972972973,0.9473684210526315,1.0,0.9953703703703703,0.0015972000037436374,
XGBoost,0.1,600,0.8,3.0,1.0,0.16184010000142734,0.9649122807017544,0.972972972972973,0.9473684210526315,1.0,0.9930555555555556,0.0013608000008389354,
XGBoost,0.1,600,0.8,6.0,0.8,0.14792220000526868,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9950396825396826,0.001428499999747146,
XGBoost,0.1,600,0.8,6.0,1.0,0.15131779999501305,0.9649122807017544,0.972972972972973,0.9473684210526315,1.0,0.9957010582010581,0.0014568999977200292,
LightGBM,0.1,600,0.8,,0.8,0.07482140000502113,0.9649122807017544,0.9726027397260274,0.9594594594594594,0.9861111111111112,0.9904100529100529,0.0025242999981855974,15.0
LightGBM,0.1,600,0.8,,1.0,0.07154799999989336,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9890873015873016,0.002037699996435549,15.0
LightGBM,0.1,600,0.8,,0.8,0.09090550000109943,0.9736842105263158,0.9793103448275862,0.9726027397260274,0.9861111111111112,0.9897486772486772,0.0020843000020249747,31.0
LightGBM,0.1,600,0.8,,1.0,0.09313399999518879,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9887566137566137,0.0025464000063948333,31.0
LightGBM,0.1,600,0.8,,0.8,0.08999100000073668,0.9736842105263158,0.9793103448275862,0.9726027397260274,0.9861111111111112,0.9897486772486772,0.002410499997495208,63.0
LightGBM,0.1,600,0.8,,1.0,0.10529659999883734,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9887566137566137,0.0024341999960597605,63.0
XGBoost,0.1,600,1.0,3.0,0.8,0.14735990000190213,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9940476190476191,0.001394099999743048,
XGBoost,0.1,600,1.0,3.0,1.0,0.1533179000034579,0.9649122807017544,0.972972972972973,0.9473684210526315,1.0,0.9917328042328042,0.001373899998725392,
XGBoost,0.1,600,1.0,6.0,0.8,0.15414289999898756,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9950396825396826,0.001410999997460749,
XGBoost,0.1,600,1.0,6.0,1.0,0.16351530000247294,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9927248677248677,0.0014003000032971613,
LightGBM,0.1,600,1.0,,0.8,0.07542760000069393,0.9649122807017544,0.9726027397260274,0.9594594594594594,0.9861111111111112,0.9904100529100529,0.002708800006075762,15.0
LightGBM,0.1,600,1.0,,1.0,0.08831680000002962,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9890873015873016,0.002271099998324644,15.0
LightGBM,0.1,600,1.0,,0.8,0.09830679999868153,0.9736842105263158,0.9793103448275862,0.9726027397260274,0.9861111111111112,0.9897486772486772,0.0026307999942218885,31.0
LightGBM,0.1,600,1.0,,1.0,0.09670979999646079,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9887566137566137,0.002065799999400042,31.0
LightGBM,0.1,600,1.0,,0.8,0.09070340000471333,0.9736842105263158,0.9793103448275862,0.9726027397260274,0.9861111111111112,0.9897486772486772,0.002541000001656357,63.0
LightGBM,0.1,600,1.0,,1.0,0.09646079999947688,0.956140350877193,0.9659863945578231,0.9466666666666667,0.9861111111111112,0.9887566137566137,0.0020762999993166886,63.0
